CreditCardID,CardType,CardNumber,ExpMonth,ExpYear,ModifiedDate
403,ColonialVoice,77775786670948,7,2008,2012-09-07 00:00:00.000
404,SuperiorCard,33331106176532,3,2007,2013-09-17 00:00:00.000
405,Distinguish,55558266354107,9,2006,2013-08-07 00:00:00.000
406,SuperiorCard,33335217748519,1,2007,2014-02-21 00:00:00.000
407,SuperiorCard,33335551916395,9,2005,2014-02-23 00:00:00.000
408,Distinguish,55557158842836,11,2008,2013-02-08 00:00:00.000
409,ColonialVoice,77775137357162,5,2008,2013-02-21 00:00:00.000
410,SuperiorCard,33333509526283,5,2008,2013-02-15 00:00:00.000
411,Distinguish,55554447610983,7,2005,2014-01-30 00:00:00.000
412,SuperiorCard,33335082259833,8,2005,2011-09-18 00:00:00.000
413,SuperiorCard,33331033535413,9,2008,2009-01-14 00:00:00.000
414,Distinguish,55559538056514,1,2006,2013-11-07 00:00:00.000
415,Distinguish,55558432859672,1,2005,2014-01-20 00:00:00.000
416,Vista,11111082178644,1,2005,2013-12-20 00:00:00.000
417,SuperiorCard,33332618411673,11,2006,2014-05-17 00:00:00.000
418,ColonialVoice,77778332989405,7,2005,2011-12-29 00:00:00.000
419,SuperiorCard,33331076984905,5,2005,2013-07-28 00:00:00.000
420,Distinguish,55559570001876,5,2008,2012-10-15 00:00:00.000
421,ColonialVoice,77779612128963,12,2006,2013-11-28 00:00:00.000
422,ColonialVoice,77776996793043,1,2005,2014-05-07 00:00:00.000
423,Vista,11117112577020,9,2007,2013-08-03 00:00:00.000
424,SuperiorCard,33338284484471,4,2008,2012-09-30 00:00:00.000
425,Distinguish,55556721176222,3,2008,2013-10-18 00:00:00.000
426,ColonialVoice,77778120734237,10,2006,2013-08-13 00:00:00.000
427,Distinguish,55555671830825,11,2006,2014-03-03 00:00:00.000
428,Vista,11118509073610,1,2008,2014-01-01 00:00:00.000
429,Vista,11113753448296,3,2008,2013-05-28 00:00:00.000
430,Vista,11112967268286,12,2006,2012-05-16 00:00:00.000
431,Distinguish,55551104697014,6,2007,2013-10-26 00:00:00.000
432,Vista,11112271428752,11,2006,2013-11-23 00:00:00.000
433,Distinguish,55558193114492,4,2008,2014-04-25 00:00:00.000
434,Distinguish,55557834333264,3,2006,2014-03-22 00:00:00.000
435,ColonialVoice,77776894282434,2,2008,2014-04-28 00:00:00.000
436,Distinguish,55553348891821,1,2006,2014-05-18 00:00:00.000
437,Vista,11111193733108,11,2008,2014-05-28 00:00:00.000
438,Distinguish,55557080374180,12,2005,2014-03-15 00:00:00.000
439,Vista,11114647899275,2,2006,2011-04-25 00:00:00.000
440,ColonialVoice,77779666377448,2,2007,2013-08-06 00:00:00.000
441,SuperiorCard,33333816093380,9,2006,2012-11-14 00:00:00.000
442,Vista,11112618684802,7,2005,2013-01-01 00:00:00.000
443,ColonialVoice,77771350508466,4,2007,2013-06-15 00:00:00.000
444,Distinguish,55551030969773,3,2007,2014-06-12 00:00:00.000
445,SuperiorCard,33338753811862,2,2005,2012-11-30 00:00:00.000
446,Vista,11112035204232,8,2007,2014-02-02 00:00:00.000
447,SuperiorCard,33336102961463,8,2007,2014-01-30 00:00:00.000
448,Vista,11115686139754,12,2007,2014-04-08 00:00:00.000
449,SuperiorCard,33335078009393,9,2006,2014-02-20 00:00:00.000
450,SuperiorCard,33332611348318,1,2006,2013-08-20 00:00:00.000
451,SuperiorCard,33334686765658,6,2005,2012-06-30 00:00:00.000
452,ColonialVoice,77775083078731,8,2006,2013-07-01 00:00:00.000
453,SuperiorCard,33338203979446,8,2007,2012-03-29 00:00:00.000
454,Distinguish,55555043237607,12,2007,2013-10-16 00:00:00.000
455,SuperiorCard,33332183266192,3,2006,2013-11-11 00:00:00.000
456,Distinguish,55557142435353,6,2006,2013-10-18 00:00:00.000
457,ColonialVoice,77777548924657,5,2005,2013-08-04 00:00:00.000
458,Distinguish,55553370468042,8,2005,2014-02-09 00:00:00.000
459,Distinguish,55551901555401,9,2007,2014-03-25 00:00:00.000
460,Distinguish,55555191562983,6,2006,2013-11-11 00:00:00.000
461,SuperiorCard,33337688484350,10,2006,2013-11-25 00:00:00.000
462,SuperiorCard,33331674576298,6,2006,2014-04-05 00:00:00.000
463,Vista,11119132324496,3,2008,2013-10-29 00:00:00.000
464,SuperiorCard,33333832543745,12,2007,2013-12-16 00:00:00.000
465,Distinguish,55552532063814,2,2005,2013-08-12 00:00:00.000
466,SuperiorCard,33338832686616,9,2005,2012-09-05 00:00:00.000
467,Vista,11117786482300,7,2006,2014-04-04 00:00:00.000
468,ColonialVoice,77772148623166,10,2006,2014-05-05 00:00:00.000
469,SuperiorCard,33338487053577,8,2006,2008-12-08 00:00:00.000
470,Vista,11119984033310,6,2008,2014-04-14 00:00:00.000
471,Distinguish,55557037877744,11,2005,2013-10-31 00:00:00.000
472,ColonialVoice,77775569039939,4,2007,2013-07-14 00:00:00.000
473,Distinguish,55559166090565,3,2007,2013-09-06 00:00:00.000
474,SuperiorCard,33336927304298,6,2006,2014-04-27 00:00:00.000
475,SuperiorCard,33335900275155,2,2007,2014-06-30 00:00:00.000
476,Distinguish,55559090501662,3,2007,2014-01-09 00:00:00.000
477,Distinguish,55552304141831,4,2007,2014-04-07 00:00:00.000
478,Distinguish,55552693706014,7,2007,2013-09-04 00:00:00.000
479,SuperiorCard,33334025587335,1,2008,2013-12-17 00:00:00.000
480,Distinguish,55554367752780,8,2007,2012-04-23 00:00:00.000
481,SuperiorCard,33332717078038,9,2007,2012-08-13 00:00:00.000
482,Vista,11112604867030,9,2006,2013-01-21 00:00:00.000
483,Distinguish,55551964548972,8,2007,2013-11-01 00:00:00.000
484,SuperiorCard,33333203219095,7,2006,2013-08-15 00:00:00.000
485,SuperiorCard,33334129214566,12,2007,2013-10-02 00:00:00.000
486,Distinguish,55558314539187,6,2006,2012-05-23 00:00:00.000
487,Vista,11116231720012,8,2005,2014-04-12 00:00:00.000
488,Distinguish,55552299726560,8,2006,2014-02-02 00:00:00.000
489,SuperiorCard,33335611789267,8,2005,2013-12-05 00:00:00.000
490,Vista,11119066055449,11,2007,2012-06-30 00:00:00.000
491,Vista,11111597828182,8,2007,2013-07-07 00:00:00.000
492,Vista,11115617194142,8,2007,2012-02-12 00:00:00.000
493,ColonialVoice,77771742408351,1,2006,2013-12-10 00:00:00.000
494,Distinguish,55553764071525,10,2006,2012-10-05 00:00:00.000
495,Distinguish,55554303119616,10,2008,2013-07-04 00:00:00.000
496,ColonialVoice,77772181007129,9,2007,2013-12-24 00:00:00.000
497,Distinguish,55554356601766,2,2007,2014-01-25 00:00:00.000
498,SuperiorCard,33336911951207,9,2007,2014-03-16 00:00:00.000
499,Distinguish,55555834608749,8,2008,2014-05-08 00:00:00.000
500,ColonialVoice,77771316555965,8,2008,2013-09-16 00:00:00.000
501,Distinguish,55556962137435,6,2005,2013-12-24 00:00:00.000
502,Vista,11114200367073,4,2006,2014-04-12 00:00:00.000
503,Vista,11113877273056,11,2007,2013-11-09 00:00:00.000
504,Distinguish,55551093420332,2,2005,2013-11-24 00:00:00.000
505,Distinguish,55552587025031,8,2005,2013-07-25 00:00:00.000
506,ColonialVoice,77777780556089,10,2008,2014-01-25 00:00:00.000
507,ColonialVoice,77774872379859,6,2008,2013-10-16 00:00:00.000
508,Vista,11113103399133,9,2008,2013-03-11 00:00:00.000
509,Distinguish,55556530992389,11,2007,2013-11-10 00:00:00.000
510,SuperiorCard,33334902958924,7,2006,2013-04-27 00:00:00.000
511,SuperiorCard,33335925651116,5,2008,2013-07-11 00:00:00.000
512,Vista,11119317586997,2,2005,2013-09-01 00:00:00.000
513,SuperiorCard,33335176511189,4,2006,2013-03-03 00:00:00.000
514,ColonialVoice,77778365874918,2,2007,2013-10-20 00:00:00.000
515,Vista,11114815786346,12,2007,2014-05-20 00:00:00.000
516,Vista,11114044178340,7,2007,2013-08-28 00:00:00.000
517,Distinguish,55556998351597,12,2005,2008-12-01 00:00:00.000
518,ColonialVoice,77775022996745,10,2005,2013-12-19 00:00:00.000
519,Vista,11116640674932,9,2006,2012-11-29 00:00:00.000
520,Distinguish,55557900302904,8,2008,2014-06-23 00:00:00.000
521,SuperiorCard,33339115763066,1,2005,2012-03-30 00:00:00.000
522,Distinguish,55557537147049,5,2008,2013-07-12 00:00:00.000
523,SuperiorCard,33331650684222,9,2005,2013-11-18 00:00:00.000
524,Distinguish,55558028460782,12,2006,2013-11-05 00:00:00.000
525,ColonialVoice,77774456680594,6,2006,2014-01-17 00:00:00.000
526,ColonialVoice,77771989506215,4,2008,2014-06-20 00:00:00.000
527,Vista,11119668230198,12,2006,2011-07-28 00:00:00.000
528,Distinguish,55553776365407,7,2006,2012-07-12 00:00:00.000
529,Distinguish,55551067478271,2,2006,2011-08-22 00:00:00.000
530,Distinguish,55551700218310,6,2006,2014-03-29 00:00:00.000
531,SuperiorCard,33339882059399,4,2005,2012-04-24 00:00:00.000
532,ColonialVoice,77776166516691,3,2007,2013-04-03 00:00:00.000
533,ColonialVoice,77775092471562,11,2007,2013-07-05 00:00:00.000
534,Vista,11117710453360,4,2008,2014-04-14 00:00:00.000
535,Vista,11119252804099,10,2005,2013-11-22 00:00:00.000
536,Vista,11116210070337,12,2007,2014-02-12 00:00:00.000
537,Vista,11115000011433,2,2008,2013-01-10 00:00:00.000
538,ColonialVoice,77775004581200,7,2007,2014-06-26 00:00:00.000
539,Distinguish,55557837025024,5,2006,2014-02-13 00:00:00.000
540,SuperiorCard,33333175081725,3,2008,2013-05-16 00:00:00.000
541,ColonialVoice,77778037556819,3,2005,2013-11-21 00:00:00.000
542,Vista,11113253933894,10,2006,2012-09-08 00:00:00.000
543,Distinguish,55552614475671,9,2005,2013-12-30 00:00:00.000
544,Distinguish,55558782882017,12,2008,2012-10-27 00:00:00.000
545,Distinguish,55551884423713,7,2006,2014-03-19 00:00:00.000
546,Vista,11112558296630,11,2006,2013-11-27 00:00:00.000
547,SuperiorCard,33334943672902,6,2008,2008-12-28 00:00:00.000
548,SuperiorCard,33336937630277,10,2008,2014-01-04 00:00:00.000
549,Distinguish,55551351169119,10,2006,2014-05-18 00:00:00.000
550,ColonialVoice,77774575682719,4,2007,2014-05-21 00:00:00.000
551,ColonialVoice,77779138733164,1,2006,2014-04-30 00:00:00.000
552,SuperiorCard,33339286255828,1,2008,2013-12-30 00:00:00.000
553,Vista,11113878285739,2,2005,2012-06-30 00:00:00.000
554,Distinguish,55559089006093,3,2006,2014-01-19 00:00:00.000
555,SuperiorCard,33336531741857,6,2006,2012-06-04 00:00:00.000
556,Distinguish,55554615238225,11,2007,2013-09-19 00:00:00.000
557,SuperiorCard,33333259588154,9,2008,2012-02-15 00:00:00.000
558,ColonialVoice,77775542106919,4,2008,2012-05-25 00:00:00.000
559,ColonialVoice,77777885825071,2,2005,2014-01-19 00:00:00.000
560,ColonialVoice,77772931794976,2,2008,2011-07-27 00:00:00.000
561,SuperiorCard,33334041180236,7,2006,2011-12-24 00:00:00.000
562,Distinguish,55558248101264,3,2006,2014-02-10 00:00:00.000
563,Distinguish,55556070767396,4,2005,2013-11-07 00:00:00.000
564,SuperiorCard,33339311693494,11,2006,2013-11-22 00:00:00.000
565,SuperiorCard,33338819345150,3,2007,2012-03-19 00:00:00.000
566,Vista,11114949896358,5,2008,2013-08-01 00:00:00.000
567,Vista,11112198910214,9,2006,2012-12-22 00:00:00.000
568,ColonialVoice,77774746399395,7,2008,2014-02-15 00:00:00.000
569,Distinguish,55558418126084,3,2007,2011-07-01 00:00:00.000
570,Distinguish,55558123149986,2,2006,2013-02-03 00:00:00.000
571,SuperiorCard,33334562014456,11,2008,2014-03-07 00:00:00.000
572,Vista,11118310622920,11,2005,2013-11-21 00:00:00.000
573,ColonialVoice,77775276772253,9,2007,2013-08-03 00:00:00.000
574,ColonialVoice,77773764762669,7,2008,2013-07-22 00:00:00.000
575,ColonialVoice,77776474833115,1,2008,2012-08-11 00:00:00.000
576,Distinguish,55555498436992,2,2008,2013-10-22 00:00:00.000
577,Distinguish,55556026651697,1,2006,2013-08-31 00:00:00.000
578,Vista,11117418526170,8,2005,2012-06-11 00:00:00.000
579,ColonialVoice,77774383346604,12,2005,2014-01-17 00:00:00.000
580,Vista,11119022320680,8,2005,2013-10-11 00:00:00.000
581,SuperiorCard,33338062426681,7,2008,2009-02-16 00:00:00.000
582,SuperiorCard,33337036897848,2,2008,2013-12-30 00:00:00.000
583,Distinguish,55559915654752,12,2007,2013-07-13 00:00:00.000
584,SuperiorCard,33334991980405,12,2006,2013-07-08 00:00:00.000
585,Vista,11111886551566,10,2008,2013-11-09 00:00:00.000
586,SuperiorCard,33336348771462,6,2006,2014-01-06 00:00:00.000
587,ColonialVoice,77775989842880,10,2008,2013-05-22 00:00:00.000
588,Vista,11116073054603,5,2008,2014-05-25 00:00:00.000
589,ColonialVoice,77774689909496,2,2006,2012-07-26 00:00:00.000
590,Distinguish,55551886754180,1,2008,2013-02-28 00:00:00.000
591,SuperiorCard,33331698268810,6,2007,2013-09-02 00:00:00.000
592,ColonialVoice,77777051473889,1,2006,2014-05-27 00:00:00.000
593,Distinguish,55555326936199,12,2005,2013-06-30 00:00:00.000
594,Distinguish,55555690135109,2,2007,2013-08-03 00:00:00.000
595,ColonialVoice,77771180864120,6,2006,2013-04-27 00:00:00.000
596,ColonialVoice,77771303483446,10,2005,2013-10-26 00:00:00.000
597,Distinguish,55554980245405,9,2005,2009-02-24 00:00:00.000
598,ColonialVoice,77779352609411,11,2008,2012-05-02 00:00:00.000
599,ColonialVoice,77779911765703,5,2006,2014-01-13 00:00:00.000
600,Vista,11118604405128,6,2006,2012-01-22 00:00:00.000
601,Vista,11119732749312,5,2007,2013-12-27 00:00:00.000
602,ColonialVoice,77771052658065,6,2006,2013-01-18 00:00:00.000
603,SuperiorCard,33335712478283,11,2008,2014-01-16 00:00:00.000
604,ColonialVoice,77772676833959,5,2005,2014-06-19 00:00:00.000
605,ColonialVoice,77778902095715,1,2005,2013-02-06 00:00:00.000
606,SuperiorCard,33334142459050,2,2006,2014-05-26 00:00:00.000
607,Vista,11118730527591,4,2005,2012-09-30 00:00:00.000
608,Distinguish,55554348185669,8,2008,2013-07-19 00:00:00.000
609,Vista,11114765111929,3,2006,2013-11-03 00:00:00.000
610,Vista,11117313335620,5,2007,2012-07-28 00:00:00.000
611,Distinguish,55552827377396,3,2008,2014-04-29 00:00:00.000
612,Distinguish,55558777221564,11,2008,2013-07-11 00:00:00.000
613,SuperiorCard,33338733998253,5,2006,2013-11-21 00:00:00.000
614,ColonialVoice,77777880821824,6,2007,2013-12-09 00:00:00.000
615,Distinguish,55556369921263,6,2007,2013-09-30 00:00:00.000
616,ColonialVoice,77772541517088,7,2008,2012-07-13 00:00:00.000
617,Vista,11115545222444,9,2005,2014-04-03 00:00:00.000
618,Vista,11114117203183,12,2006,2012-07-06 00:00:00.000
619,SuperiorCard,33338801030695,2,2006,2014-03-23 00:00:00.000
620,SuperiorCard,33334277895274,12,2006,2012-04-04 00:00:00.000
621,Distinguish,55553082008660,9,2007,2011-11-02 00:00:00.000
622,Vista,11116028545639,4,2006,2013-11-29 00:00:00.000
623,Vista,11114595510139,3,2006,2012-06-10 00:00:00.000
624,ColonialVoice,77774121074295,4,2008,2014-03-06 00:00:00.000
625,Vista,11112437466374,3,2005,2012-01-25 00:00:00.000
626,Distinguish,55559848566621,9,2005,2011-10-31 00:00:00.000
627,Vista,11117807275041,11,2007,2013-04-26 00:00:00.000
628,Vista,11112846950663,4,2008,2013-09-03 00:00:00.000
629,ColonialVoice,77772917991467,7,2005,2014-03-26 00:00:00.000
630,SuperiorCard,33334646860529,9,2006,2012-02-17 00:00:00.000
631,SuperiorCard,33339421298122,3,2007,2013-11-07 00:00:00.000
632,SuperiorCard,33335321384315,5,2006,2014-04-14 00:00:00.000
633,ColonialVoice,77772180697316,4,2005,2014-05-25 00:00:00.000
634,Distinguish,55551363506610,4,2005,2014-04-22 00:00:00.000
635,ColonialVoice,77774449590789,4,2006,2013-10-23 00:00:00.000
636,ColonialVoice,77776767555021,3,2007,2013-12-16 00:00:00.000
637,SuperiorCard,33339400498531,5,2007,2009-03-01 00:00:00.000
638,SuperiorCard,33335714794669,6,2008,2011-08-31 00:00:00.000
639,Distinguish,55559722509784,7,2005,2013-07-13 00:00:00.000
640,Distinguish,55558541632811,4,2007,2013-07-10 00:00:00.000
641,SuperiorCard,33336827018968,8,2007,2014-01-14 00:00:00.000
642,ColonialVoice,77777345283627,6,2005,2013-11-25 00:00:00.000
643,Vista,11114340607772,2,2005,2012-02-20 00:00:00.000
644,Distinguish,55557476787021,5,2005,2012-02-24 00:00:00.000
645,Vista,11115763205959,5,2005,2012-10-31 00:00:00.000
646,Distinguish,55552041070554,8,2007,2014-02-24 00:00:00.000
647,SuperiorCard,33339404259058,2,2007,2014-05-23 00:00:00.000
648,Distinguish,55554599039349,11,2005,2014-02-06 00:00:00.000
649,SuperiorCard,33331496868016,11,2006,2014-03-31 00:00:00.000
650,ColonialVoice,77778369989884,7,2006,2013-08-12 00:00:00.000
651,Vista,11118738894644,10,2005,2013-10-26 00:00:00.000
652,ColonialVoice,77779842924748,1,2008,2014-01-07 00:00:00.000
653,Vista,11116973230940,8,2008,2014-06-11 00:00:00.000
654,SuperiorCard,33339753432870,12,2006,2013-11-21 00:00:00.000
655,Vista,11115368908003,6,2008,2012-07-20 00:00:00.000
656,Vista,11118850914420,10,2006,2014-02-11 00:00:00.000
657,Vista,11119135557513,12,2005,2013-07-02 00:00:00.000
658,ColonialVoice,77778051194353,4,2008,2013-11-24 00:00:00.000
659,SuperiorCard,33332229470364,11,2008,2013-09-26 00:00:00.000
660,SuperiorCard,33335694733873,9,2008,2014-01-01 00:00:00.000
661,Distinguish,55557634795078,6,2008,2013-08-11 00:00:00.000
662,Distinguish,55555355654951,12,2005,2013-10-03 00:00:00.000
663,Distinguish,55555661655357,8,2005,2014-01-26 00:00:00.000
664,Distinguish,55554294221862,11,2006,2014-03-31 00:00:00.000
665,SuperiorCard,33339887161440,8,2005,2013-01-19 00:00:00.000
666,Vista,11112008342038,2,2008,2013-10-20 00:00:00.000
667,Vista,11114133870705,2,2005,2014-01-09 00:00:00.000
668,Distinguish,55554437982952,12,2006,2013-07-28 00:00:00.000
669,Vista,11119860663319,1,2006,2014-02-05 00:00:00.000
670,SuperiorCard,33331928839945,1,2008,2014-05-14 00:00:00.000
671,Vista,11113417752957,6,2006,2014-03-01 00:00:00.000
672,Vista,11111258832301,3,2008,2014-05-07 00:00:00.000
673,SuperiorCard,33336909394820,10,2005,2013-04-25 00:00:00.000
674,Distinguish,55558624210802,2,2007,2014-04-10 00:00:00.000
675,SuperiorCard,33339684507947,5,2007,2013-09-04 00:00:00.000
676,Vista,11117800686511,3,2007,2013-10-02 00:00:00.000
677,Vista,11112493918270,10,2008,2014-06-29 00:00:00.000
678,Vista,11118519561909,11,2007,2012-04-16 00:00:00.000
679,Distinguish,55559586700494,12,2008,2012-08-13 00:00:00.000
680,SuperiorCard,33331477354884,1,2008,2009-12-18 00:00:00.000
681,Distinguish,55557003660355,8,2005,2013-12-09 00:00:00.000
682,ColonialVoice,77778436471523,3,2008,2014-04-07 00:00:00.000
683,Distinguish,55556398411241,9,2007,2013-06-09 00:00:00.000
684,Vista,11119034183076,6,2007,2014-02-17 00:00:00.000
685,SuperiorCard,33337698197267,1,2007,2013-07-05 00:00:00.000
686,Vista,11112478616845,2,2005,2013-07-31 00:00:00.000
687,Distinguish,55555073412599,7,2005,2013-11-11 00:00:00.000
688,SuperiorCard,33339063995932,10,2007,2013-12-01 00:00:00.000
689,ColonialVoice,77774957443280,4,2005,2012-06-29 00:00:00.000
690,Distinguish,55556123030096,11,2005,2014-04-17 00:00:00.000
691,Vista,11114709168097,9,2007,2013-04-28 00:00:00.000
692,ColonialVoice,77775602803266,3,2006,2013-04-04 00:00:00.000
693,Vista,11116867899346,7,2008,2013-07-20 00:00:00.000
694,Vista,11113706841434,5,2006,2013-12-19 00:00:00.000
695,ColonialVoice,77778314730528,4,2008,2014-06-25 00:00:00.000
696,ColonialVoice,77771240267093,10,2006,2014-02-11 00:00:00.000
697,Distinguish,55554626867818,4,2007,2014-02-04 00:00:00.000
698,SuperiorCard,33336237656178,2,2008,2013-08-13 00:00:00.000
699,Vista,11117364714365,7,2005,2012-02-02 00:00:00.000
700,SuperiorCard,33336112433517,5,2006,2011-05-09 00:00:00.000
701,Distinguish,55558786727154,3,2005,2014-01-28 00:00:00.000
702,SuperiorCard,33334575781336,11,2006,2013-08-11 00:00:00.000
703,ColonialVoice,77772978680876,11,2008,2012-11-21 00:00:00.000
704,Vista,11111161434151,1,2008,2012-11-06 00:00:00.000
705,Vista,11117283996611,12,2005,2013-12-06 00:00:00.000
706,Vista,11111633181113,10,2008,2013-05-30 00:00:00.000
707,SuperiorCard,33333362178032,11,2007,2014-02-04 00:00:00.000
708,Distinguish,55557877937960,6,2006,2014-03-18 00:00:00.000
709,ColonialVoice,77771247351548,10,2007,2014-06-09 00:00:00.000
710,Vista,11111342630320,7,2006,2013-11-28 00:00:00.000
711,Vista,11119749928159,6,2006,2011-06-13 00:00:00.000
712,ColonialVoice,77772964991118,3,2008,2013-11-26 00:00:00.000
713,ColonialVoice,77772050531525,10,2008,2014-03-21 00:00:00.000
714,Distinguish,55552230783379,2,2005,2014-04-22 00:00:00.000
715,ColonialVoice,77772116156012,3,2006,2012-12-01 00:00:00.000
716,Distinguish,55557342534246,3,2007,2013-08-04 00:00:00.000
717,Vista,11112645538656,3,2007,2014-02-17 00:00:00.000
718,Distinguish,55558072870300,1,2008,2013-08-08 00:00:00.000
719,Distinguish,55556829564385,8,2006,2013-11-15 00:00:00.000
720,ColonialVoice,77777709483267,11,2007,2014-05-25 00:00:00.000
721,Vista,11115974258137,8,2006,2014-04-14 00:00:00.000
722,Distinguish,55556649464568,8,2005,2014-04-24 00:00:00.000
723,Distinguish,55556050509919,5,2006,2012-01-19 00:00:00.000
724,SuperiorCard,33339623046598,7,2005,2014-06-24 00:00:00.000
725,ColonialVoice,77776875241935,3,2005,2013-11-09 00:00:00.000
726,SuperiorCard,33334356175905,3,2008,2013-10-31 00:00:00.000
727,Vista,11111107739007,8,2007,2012-12-26 00:00:00.000
728,ColonialVoice,77773028164974,8,2006,2009-12-30 00:00:00.000
729,Vista,11118002172856,2,2008,2011-09-09 00:00:00.000
730,ColonialVoice,77776411189527,10,2008,2014-06-05 00:00:00.000
731,Vista,11115720683971,1,2007,2013-06-30 00:00:00.000
732,SuperiorCard,33336958026880,8,2007,2014-04-17 00:00:00.000
733,Distinguish,55557284122936,11,2006,2012-01-24 00:00:00.000
734,Vista,11115929665522,3,2007,2014-02-04 00:00:00.000
735,Distinguish,55554757667043,6,2006,2011-10-06 00:00:00.000
736,Vista,11117669734241,10,2008,2008-12-18 00:00:00.000
737,Vista,11118847041687,5,2006,2013-11-15 00:00:00.000
738,Distinguish,55551734718709,8,2008,2013-11-19 00:00:00.000
739,Distinguish,55553983206224,5,2007,2012-08-14 00:00:00.000
740,SuperiorCard,33336449336939,2,2007,2013-01-01 00:00:00.000
741,Vista,11116559388243,9,2007,2013-11-21 00:00:00.000
742,SuperiorCard,33331886119470,6,2006,2009-01-30 00:00:00.000
743,ColonialVoice,77776440310909,12,2005,2012-01-10 00:00:00.000
744,SuperiorCard,33336282449172,9,2007,2013-05-30 00:00:00.000
745,Vista,11118482214741,5,2008,2013-01-16 00:00:00.000
746,Vista,11116475633820,11,2008,2013-12-17 00:00:00.000
747,Vista,11111869482793,8,2008,2014-01-14 00:00:00.000
748,ColonialVoice,77778451970240,3,2005,2013-11-01 00:00:00.000
749,SuperiorCard,33337595611673,2,2005,2013-03-27 00:00:00.000
750,SuperiorCard,33338582083514,11,2008,2014-04-10 00:00:00.000
751,Vista,11113511875963,9,2006,2014-04-08 00:00:00.000
752,SuperiorCard,33332077160916,1,2008,2014-03-26 00:00:00.000
753,SuperiorCard,33332538814055,10,2005,2014-05-04 00:00:00.000
754,Vista,11111949993993,11,2005,2014-01-15 00:00:00.000
755,Distinguish,55554580621895,6,2008,2011-07-15 00:00:00.000
756,SuperiorCard,33337647557015,8,2008,2013-08-04 00:00:00.000
757,Vista,11116371993954,4,2006,2012-07-30 00:00:00.000
758,SuperiorCard,33336206176017,9,2007,2014-02-13 00:00:00.000
759,SuperiorCard,33339483670189,2,2006,2011-10-13 00:00:00.000
760,Distinguish,55553367400200,3,2006,2014-02-24 00:00:00.000
761,SuperiorCard,33333992841068,5,2007,2014-05-15 00:00:00.000
762,ColonialVoice,77777956323584,8,2006,2014-01-17 00:00:00.000
763,ColonialVoice,77774970566658,12,2005,2014-01-17 00:00:00.000
764,Distinguish,55556172839850,3,2008,2011-12-24 00:00:00.000
765,Distinguish,55556195155779,3,2006,2014-01-21 00:00:00.000
766,Distinguish,55551396591231,2,2005,2013-02-01 00:00:00.000
767,ColonialVoice,77777378712390,10,2008,2011-11-19 00:00:00.000
768,Vista,11114755061458,3,2006,2013-05-23 00:00:00.000
769,Vista,11113380831474,9,2008,2012-02-20 00:00:00.000
770,SuperiorCard,33334816182983,3,2005,2014-01-10 00:00:00.000
771,Distinguish,55559674368969,5,2008,2013-07-25 00:00:00.000
772,Vista,11113964743582,9,2005,2014-01-05 00:00:00.000
773,ColonialVoice,77772669577499,5,2005,2014-05-26 00:00:00.000
774,SuperiorCard,33332215436277,5,2005,2013-05-22 00:00:00.000
775,ColonialVoice,77779310297889,6,2006,2013-10-07 00:00:00.000
776,ColonialVoice,77776099104851,9,2005,2012-09-14 00:00:00.000
777,SuperiorCard,33338608988674,3,2007,2013-07-10 00:00:00.000
778,SuperiorCard,33336229703661,7,2005,2011-08-01 00:00:00.000
779,Vista,11119713678033,2,2005,2013-11-16 00:00:00.000
780,ColonialVoice,77774100412442,2,2007,2014-01-29 00:00:00.000
781,ColonialVoice,77773965564925,1,2008,2013-09-19 00:00:00.000
782,SuperiorCard,33333990708740,12,2007,2012-07-31 00:00:00.000
783,SuperiorCard,33339410228296,1,2006,2014-02-08 00:00:00.000
784,Vista,11111840761400,1,2007,2013-09-04 00:00:00.000
785,ColonialVoice,77777448865909,8,2006,2013-07-18 00:00:00.000
786,Distinguish,55555462045664,7,2007,2011-12-17 00:00:00.000
787,SuperiorCard,33338556838683,4,2008,2014-03-03 00:00:00.000
788,Vista,11112445320572,9,2008,2013-10-17 00:00:00.000
789,SuperiorCard,33335804668739,8,2005,2009-02-06 00:00:00.000
790,Vista,11116878125375,3,2007,2014-02-17 00:00:00.000
791,ColonialVoice,77773102921620,8,2008,2014-05-05 00:00:00.000
792,ColonialVoice,77771478497924,10,2006,2014-05-23 00:00:00.000
793,SuperiorCard,33337537344913,7,2007,2013-08-06 00:00:00.000
794,ColonialVoice,77775475758644,6,2005,2013-08-11 00:00:00.000
795,ColonialVoice,77772413103366,1,2005,2013-07-17 00:00:00.000
796,Distinguish,55557392398604,3,2007,2013-10-20 00:00:00.000
797,Vista,11114754368336,8,2007,2014-02-22 00:00:00.000
798,Vista,11111888777483,12,2005,2013-10-08 00:00:00.000
799,Vista,11116327213519,12,2005,2013-08-18 00:00:00.000
800,SuperiorCard,33336731087460,3,2007,2011-12-09 00:00:00.000
801,ColonialVoice,77774742348081,6,2007,2013-10-17 00:00:00.000
802,Vista,11114219591886,5,2008,2009-01-16 00:00:00.000
803,Vista,11111382937245,1,2007,2013-03-07 00:00:00.000
804,Distinguish,55554775695949,3,2006,2013-08-24 00:00:00.000
805,SuperiorCard,33331988806490,2,2006,2013-09-21 00:00:00.000
806,ColonialVoice,77779337333220,7,2008,2011-05-31 00:00:00.000
807,Vista,11112833228612,7,2007,2013-11-12 00:00:00.000
